Date	Days p.a.	Treatment	Replicate	DO	EF	Scenedesmus maximus	Scenedesmus aristatus	Scenedesmus tropicus	Scenedesmus perforatus	Scenedesmus opoliensis	Scenedesmus quadricauda	Scenedesmus quadrispina	Scenedesmus dispar	Scenedesmus bicaudatus	Scenedesmus denticulatus	Scenedesmus denticulatus var linearis	Scenedesmus bijuga	Scenedesmus dimorphus	Scenedesmus longispina	Scenedesmus obliquus	Scenedesmus bernardii	Pediastrum tetras	Pediastrum duplex	Pediastrum simplex	Coelastrum cambricum	Coelastrum astroideum	Coelastrum sphaericum	Coelastrum reticulatum	Coelastrum microporum	Sphaerocystis shroeteri	Schizochlamys sp	Oocystis borgei	Oocystis pusilla	Oocystis lacustris	Oocystis elliptica	Oocystis rupestris	Tetraedron caudatum	Tetraedron minimum	Tetraedron trigonium	Staurastrum sexangulare	Staurastrum sp	Botryococcus braunnii	Elakatothrix gelatinosa	Micractinium pusillum	Kirchneriella obesa	Schroederia sp	Sphaerocystis schoeteri	Ankistrodesmus falcatus	Ankistrodesmus nannoselene	Monoraphidium sp	Golenkinia radiata	Chroococcus dispersus	Chroococcus dispersus var minor	Chroococcus limneticus	Spirulina laxissima	Gomphosphaeria sp	Pseudoanabaena limnetica	Merismopedia minima	Merismopedia tenuissima	Phormidium mucicola	Oscillatoria tenius	Oscillatoria limnetica	Coelosphaerium sp	Microcystis incerta	Microcystis aeruginosa	Nitzschia palea	Nitzschia amphibia	Cocconeis sp	Gomphonema parvulum	Amphora sp	Surirella tenera	Frustulia sp	Cyclotella sp	Chilomonas paramecium	Cryptomonas ovata	Cryptomonas pyrenoidifera	Mallomonas spp	Mallomonas caudata	Campilomonas spp	Chroomonas acuta	Phacus longispina	Cosmarium sp
22/03/05	21	1	2	8.85	8.88	2480	1240	620	0	0	0	0	51300	45600	1900	0	3800	0	0	0	0	169100	9300	0	1900	3800	0	0	0	0	0	0	1900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3800	0	0	0	0	0	0	0	0	0	13300	1900	0	0	0	0	0	3800	0	0	1900	0	0	0	0	0	0	0	0	0	0	0	0	0
22/03/05	21	1	3	8.15	19.24	440	220	0	0	0	3000	0	37500	18000	1500	0	1500	0	0	0	0	46500	220	0	3000	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	6000	0	0	0	0	0	0	4500	0	0	0	0	0	0	0	0	0	16500	0	0	0	0	0	6675000	0	0	0	1500	0	0	0	0	0	3000	0	0	0	0	0	0	0
22/03/05	21	1	4	9.5	11.84	1260	840	0	0	0	0	0	17000	144500	1700	0	0	0	0	0	0	20400	840	0	8500	0	0	0	0	76500	0	5100	0	3400	0	0	0	0	0	0	0	15300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22/03/05	21	2	1	10.15	35.52	2220	1480	0	0	0	1650	0	26400	13200	4950	0	0	0	0	0	0	34650	1110	0	9900	0	0	0	0	0	0	3300	1650	3300	0	29700	1650	0	0	1650	1650	9900	6600	0	0	0	1650	0	0	0	0	3300	0	0	0	0	0	0	1650	0	0	0	0	0	866250	6600	1650	3300	4950	0	0	1650	0	14850	0	0	0	0	0	0	0	0
22/03/05	21	2	2	8.3	11.84	1260	840	0	0	0	0	0	15300	175100	3400	0	1700	0	0	0	0	18700	1260	0	5100	0	0	0	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8500	0	0	0	0	0	0	0	0	0	0	0	0	0	6800	0	0	0	0	0	0	0	0	0
22/03/05	21	3	1	9	0	0	0	0	0	0	0	0	0	0	2200	2200	0	0	0	0	0	22000	2760	0	0	0	2200	0	0	0	0	0	4400	4400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4400	0	2200	11000	0	0	0	0	0	2200	0	0	0	0	0	0	0
22/03/05	21	3	2	6.3	4.44	0	0	0	0	0	0	0	1460	2920	0	0	0	0	0	0	0	4380	0	0	0	0	0	0	0	0	0	29200	0	0	0	0	0	0	0	0	0	0	36500	0	0	0	0	0	8760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1460	0	0	0	0	0	179580	0	1460	0	0	0	0	0
22/03/05	21	4	1	10.15	133.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8716333.333	0	0	0	0	15800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5266.666667	10533.33333	0	0	0	0	13166.66667	0	0	0	0	0	0	21066.66667	0	0	0	0	0	0	0	0	0
22/03/05	21	4	2	5.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41360	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19800	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24200	0	0	4400	0	0	0	35200	0	0	0	0	0	0	0	0	0
22/03/05	21	5	1	5.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22/03/05	21	5	2	11.1	85.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3878025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4350	0	0	0	0	0	0	0	0	0
27/03/05	26	1	1	9.75	153.92	1460	1620	180	0	0	5840	0	140890	71540	11680	0	0	0	0	0	0	10220	1080	0	11680	8760	0	0	0	0	0	7300	0	11680	0	0	0	2920	0	0	0	0	0	0	0	0	0	0	5840	0	0	0	0	0	0	0	0	0	0	0	0	2920	0	0	0	1460	0	0	2920	0	0	0	0	0	0	0	0	0	0	0	0	0
27/03/05	26	1	2	8.5	26.64	800	800	0	0	0	0	0	57720	26640	0	0	0	0	0	0	0	8880	400	0	19240	0	0	1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2960	0	0	0	0	0	0	4440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27/03/05	26	1	3	9.3	90.28	1500	1540	0	0	220	660	0	85500	46500	0	0	3000	0	0	0	0	12000	660	440	6000	0	9000	0	4500	0	0	0	3000	0	0	0	4500	0	0	0	0	0	7500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	0	1500	0
27/03/05	26	1	4	8.9	22.2	480	480	0	0	0	0	0	25920	11520	0	0	0	0	0	0	0	10080	1280	0	5760	0	0	0	0	0	0	2880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1440	0	0	0	0	0	0	0	0	0	1440	0	0	1440	0	0	0	0	1440	0	0	1440	0	0	0	0	0	0	0	0	0	0	0	0
27/03/05	26	2	1	8.5	65.12	1480	1480	400	0	0	0	0	68080	38480	2960	0	0	0	0	0	0	11840	400	0	23680	0	0	1480	0	0	0	0	0	0	0	0	0	4440	0	0	0	0	0	0	0	0	0	0	4440	0	0	0	0	0	0	0	0	0	0	0	1480	0	0	0	0	1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27/03/05	26	2	2	7.85	15.392	600	1000	0	0	0	1480	0	19240	34040	0	0	0	0	0	0	0	8880	1200	200	3200	0	0	0	0	0	0	0	1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27/03/05	26	3	1	8.75	16.576	180	1260	0	0	0	0	0	211700	11680	0	4380	0	0	0	0	0	37960	1620	0	8760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1460	0	0	0	0	0	0	86140	0	0	0	0	0	0	10220	0	0	2920	0	0	0	0	0	0	0	0	0	0	0	0	0
27/03/05	26	3	2	7.4	18.944	0	0	0	0	0	1460	0	65360	3040	0	0	0	0	0	0	0	7600	0	0	22800	0	0	0	1520	0	0	12160	0	0	0	0	1520	3040	0	0	0	16720	54720	0	0	0	0	6080	22800	0	0	0	0	0	0	0	0	0	1520	1520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27/03/05	26	4	1	9.55	230.88	0	0	0	0	0	0	0	0	46500	0	0	0	0	0	0	0	3100	0	0	0	0	0	0	0	0	0	0	6118140	0	0	0	0	6200	0	0	0	0	15500	0	0	0	0	3100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27/03/05	26	4	2	8.25	35.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92800	8700	5800	0	0	0	0	0	0	0	0	8700	0	0	0	0	327700	43500	0	0	0	0	0	0	0	0	0	0	2900	0	0	0	0	0	11600	0	0	0	0	0	0	261000	0	0	0	0	0	0	0	0	0
27/03/05	26	5	1	9.8	57.22666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4380	0	0	0	0	0	0	0	0	0	0	14600	0	0	0	0	5840	23554260	0	0	0	0	0	0	0	0	14600	0	0	2920	0	0	0	0	97820	0	0	0	0	0	0	1460	0	0	0	0	0	0	0	0	0
27/03/05	26	5	2	5.55	4.736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	20720	0	0	0	0	0	1480	0	0	0	0	1480	0	0	0	0	1075960	0	0	0	0	0	0	0	0	0	0	7400	0	0	0	0	0	0	26640	1480	29600	2960	0	0	0	8880	0	0	0	0	0	0	0	0	0
04/05/05	35	1	1	14.6	174.64	4380	3420	0	0	180	7300	0	122640	49640	4380	0	0	0	0	0	0	27740	900	0	100740	0	0	0	0	0	0	11680	7300	0	0	0	0	0	0	0	0	0	1460	0	0	0	11680	0	0	0	0	0	0	0	0	0	0	0	1460	0	0	0	0	0	0	1460	0	0	0	2920	0	0	0	0	0	0	0	0	0	0	0	0
04/05/05	35	1	2	12.1	62.16	12060	1080	0	3240	0	0	0	232140	5840	2920	0	0	0	0	0	0	8760	1440	0	1460	0	0	0	0	0	0	1460	0	0	0	0	0	0	0	0	0	33580	0	0	0	11680	0	40880	0	0	0	0	0	0	0	0	0	0	0	16060	0	1460	0	0	1022000	0	0	1460	0	0	0	0	1460	0	0	0	0	0	0	0	0	0
04/05/05	35	1	3	11.3	40.04705882	2880	800	160	0	0	0	0	18720	60480	0	0	0	1440	0	0	0	11520	0	0	11520	1440	0	0	0	0	0	0	1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7200	0	0	0	0	0	0	1440	0	0	0	0	5760	0	0	0	1440	0	0	0	0	0	0
04/05/05	35	1	4	11.6	39.072	1460	1460	0	0	0	0	0	27740	33580	0	0	0	0	1460	0	0	18980	0	1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1460	1460	0	0	0	0	0	0	0	0	0	0	0	0	0
04/05/05	35	2	1	18.8	183.52	2700	1420	0	0	0	0	0	0	413100	0	0	0	0	0	0	0	24300	0	0	0	0	0	0	2700	0	0	2700	0	4380	0	0	0	51300	0	0	0	0	16200	0	0	0	0	2700	0	0	0	0	0	0	0	0	0	0	0	18900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04/05/05	35	2	2	11.3	55.25333333	3600	720	0	0	0	0	0	50400	20000	0	0	0	0	0	0	0	6000	0	0	0	0	0	0	0	0	0	212000	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44000	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04/05/05	35	3	1	11.8	41.44	1800	5220	0	0	0	0	0	46720	51100	0	1460	0	0	0	0	0	7300	0	0	1460	0	0	0	0	0	0	4380	0	0	0	0	1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04/05/05	35	3	2	15.7	124.9777778	4320	1280	0	0	0	0	0	74880	18720	0	0	0	0	0	0	0	38880	0	0	18720	1440	0	1440	0	0	0	1440	0	0	0	0	0	0	0	0	0	0	0	0	0	6883200	0	0	0	0	0	0	0	0	0	0	0	0	4320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04/05/05	35	4	1	13.1	1.184	0	0	0	0	0	0	0	0	2920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11680	0	0	0	0	1460	0	0	0	0	1460	0	0	0	0	1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04/05/05	35	4	2	8.4	35.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1480	119880	0	0	0	0	0	0	0	0	0	0	0	1480	0	0	7400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35520	0	0	0	0	0	0	0	0	0
04/05/05	35	5	1	11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249400	0	0	0	0	0	0	0	0	0	8700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8700	0	0	0	0	0	0	0	0
04/05/05	35	5	2	12.9	23.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5800	0	0	0	0	0	0	0	881600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04/12/05	42	1	1	20	266.4	8080	2020	0	0	3300	0	0	82500	19800	0	0	0	0	0	0	0	13200	23100	0	346500	49500	0	0	13200	0	0	39600	165000	0	0	0	0	0	0	0	0	0	0	0	0	3300	0	0	0	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04/12/05	42	1	2	11.8	37.49333333	1770	7080	0	0	0	0	0	54900	6100	3050	0	0	0	0	0	0	30500	0	0	3050	0	0	0	0	0	0	6100	0	0	0	0	0	0	0	0	0	18300	0	0	0	6100	0	0	3050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04/12/05	42	1	3	14.7	100.64	3540	3540	1770	0	1770	0	0	30500	27450	0	0	0	0	0	0	0	18300	3540	0	12200	0	0	0	0	0	0	0	9150	0	0	0	0	0	0	0	0	0	0	0	0	0	3050	0	0	0	0	0	0	0	0	0	0	0	0	0	3050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04/12/05	42	1	4	14.3	44.4	1440	3960	0	0	0	0	0	23360	35040	0	0	0	0	0	0	0	20440	0	0	20440	0	0	0	0	0	0	52560	2920	49640	0	0	0	0	0	0	0	56940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1460	0	0	0	0	0	0	0
04/12/05	42	2	1	20	84.16	5310	1770	0	0	0	0	3050	48800	18300	0	0	0	0	0	0	0	15250	0	0	9150	0	0	0	0	0	0	15250	0	0	0	0	0	0	0	0	0	0	0	0	0	9150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04/12/05	42	2	2	15.6	63.44	4040	2020	0	0	2020	0	0	62700	49500	0	0	0	0	0	0	0	13200	0	0	13200	0	0	0	0	0	0	0	6600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04/12/05	42	3	1	11.3	11.84	4160	3200	0	0	0	0	0	118080	46080	4320	0	1440	0	0	0	0	20160	160	0	11520	0	0	0	0	0	0	0	4320	1440	0	0	0	0	0	0	0	0	0	0	0	70560	0	0	0	0	0	0	0	0	0	0	0	0	27360	0	0	0	0	0	0	1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04/12/05	42	3	2	8.1	8.88	1960	1680	0	0	0	0	0	21300	22720	0	0	0	0	0	0	0	17040	0	0	4260	0	0	0	0	0	0	4260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04/12/05	42	4	1	15.8	22.2	0	0	0	0	0	0	0	5760	17280	0	0	0	0	0	0	0	12960	0	0	1440	0	0	0	1440	0	0	2880	0	0	0	0	0	27360	0	0	0	0	0	0	50400	5760	0	1440	0	0	0	0	0	0	0	0	0	0	1440	122400	1440	0	0	0	0	47520	0	0	0	0	0	0	2880	0	4320	0	1440	0	0	0	0	0
04/12/05	42	4	2	14	210.16	0	0	0	0	0	0	0	5800	102950	0	0	0	0	0	0	0	0	0	0	2900	0	0	0	0	0	0	2900	907700	0	0	0	0	0	0	0	0	0	2900	0	0	0	0	8700	29000	0	0	2900	0	0	0	0	0	0	0	0	0	0	0	0	0	5800	0	0	0	0	0	0	52200	0	232000	0	5800	0	0	0	0	0
04/12/05	42	5	1	20	118.4	0	0	0	0	0	24300	0	0	97200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939600	0	0	0	0	0	0	0	0	0	8100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2700	0	0	0	0	0	0	2700	0	0	0	0	0	0	2700	0	0	0	0	0	0	0	0	0
04/12/05	42	5	2	8.6	26.64	0	0	0	0	0	8640	0	1440	10080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4320	0	0	0	0	0	0	0	0	0	2880	7200	0	0	0	0	64800	0	0	0	0	0	0	0	0	0	0	331200	0	0	0	0	0	0	12960	0	0	0	0	0	0	0	0	174240	11520	0	0	0	0	0	0
17/04/05	47	1	1	17.8	201.28	3000	1500	0	0	0	3000	0	15000	19500	0	1500	0	0	0	0	0	19500	660	0	4500	3000	0	0	1500	3000	0	7500	91500	0	0	0	0	21000	0	0	0	0	0	0	0	0	0	0	0	9000	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17/04/05	47	1	2	14.4	88.8	1480	0	0	0	0	0	0	4440	28120	0	0	0	0	0	0	0	47360	200	0	4440	0	0	0	0	0	0	1480	0	0	0	0	0	0	0	0	0	2960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1480	0	0	0	1480	0	0	0	0	0	1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17/04/05	47	1	3	13.3	171.68	1600	800	0	0	400	1480	0	11840	17760	1480	0	0	0	0	0	0	23680	0	0	1480	0	0	0	0	0	0	8880	4440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17/04/05	47	1	4	14	75.48	0	1480	0	0	0	0	0	2960	35520	0	0	0	0	0	0	0	19240	0	0	5920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17/04/05	47	2	1	20	186.48	1480	4440	0	200	0	0	0	23600	25260	4440	0	0	0	0	0	0	31080	200	0	8880	0	0	1480	1480	0	0	4440	31080	0	0	0	0	0	0	1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17/04/05	47	2	2	14.2	81.4	2160	360	0	0	0	0	0	7300	17520	0	0	0	1460	0	0	1460	11680	0	0	1460	0	0	0	0	0	0	1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7300	0	0	0	0	0	0	0	0	0	0	0	0	0
17/04/05	47	3	1	13.7	88.8	360	1440	0	0	0	0	0	81760	11680	0	0	0	0	0	0	0	21900	0	0	10220	0	0	0	0	0	0	0	1460	0	0	0	0	0	0	0	0	0	0	0	0	1460	0	0	0	0	0	0	0	0	0	0	0	0	45260	0	0	0	0	0	0	1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17/04/05	47	3	2	10	59.2	1500	0	0	220	0	0	0	13500	27000	0	0	0	0	0	0	0	18000	220	0	4500	0	0	0	1500	0	0	4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17/04/05	47	4	1	15.6	22.2	0	0	0	0	0	0	0	23680	19240	0	0	0	0	0	0	0	10360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2960	0	0	0	0	0	0	0	0	0	0	0	0	0	4440	0	0	0	0	0	0	4440	377400	2960	0	0	0	0	10360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17/04/05	47	4	2	8.3	174.64	0	0	0	0	0	0	0	0	5800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5800	0	0	2900	504600	0	0	0	0	0	0	0	0	0	2900	0	0	0	0	5800	0	0	0	0	0	0	0	0	0	0	0	2900	0	0	0	0	145000	0	0	0	0	0	0	0	20300	0	20300	0	2900	0	0	0	0	0
17/04/05	47	5	1	10.8	4.44	0	0	0	0	0	59860	0	4380	148920	0	0	0	0	0	0	0	0	0	0	1460	0	0	0	0	0	0	1460	1460	5840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5840	0	0	0	0	0	0	0	0	0	2920	0	0	0	0	0	0	0	0	0	0	0	0	0	2920	0	0	0	1460	0	0	0	0	0
17/04/05	47	5	2	11.4	34.04	0	0	0	0	0	0	0	2880	4320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4320	1440	0	0	0	0	0	0	0	0	0	43200	0	0	0	0	47520	0	0	0	0	0	0	0	0	0	0	360000	0	0	0	0	0	0	28800	0	7200	0	0	0	0	0	0	1185120	50400	0	0	0	0	0	0
27/04/05	57	1	1	17.4	219.04	0	0	0	0	4050	32400	0	4050	4050	0	0	0	0	0	0	0	4050	4050	0	4050	0	0	0	4050	0	0	0	688500	0	0	0	0	1729350	0	0	0	0	0	0	0	0	0	0	0	1733400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27/04/05	57	1	2	9.8	103.6	660	440	0	0	0	1500	0	67500	0	0	0	0	0	0	0	0	70500	0	0	3000	0	0	0	0	0	0	1500	0	0	0	0	0	7500	0	0	0	202500	0	0	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	1500	0	0	0	0	300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27/04/05	57	1	3	13.2	165.76	0	660	220	0	0	6000	0	3000	1500	0	0	0	1500	0	0	0	21000	1500	4500	13500	1500	0	0	0	0	0	3000	18000	7500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27/04/05	57	1	4	17.5	210.16	0	0	0	0	0	0	0	0	13200	0	0	0	0	0	0	0	19800	0	0	13200	0	0	0	0	0	0	19800	89100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16500	0	0	0	0	0	0	0	3300	0	0	0	0	18150000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27/04/05	57	2	1	19.8	168.72	1020	0	2040	0	0	27600	0	4600	2300	0	0	0	0	0	0	0	36800	0	0	13800	0	0	0	2300	0	0	2300	195500	0	0	0	0	11500	0	0	0	0	0	0	0	0	0	0	0	36800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27/04/05	57	2	2	15.2	130.24	0	2160	0	0	0	4000	0	16000	0	0	0	0	0	0	0	0	16000	2000	0	8000	0	0	0	0	0	0	6000	24000	12000	0	0	0	42000	0	0	0	0	0	0	0	0	0	0	0	24000	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27/04/05	57	3	1	13.7	35.52	480	1200	0	0	0	1520	0	85120	6080	0	0	0	0	0	0	0	24320	0	0	7600	0	0	0	0	0	0	0	3040	3040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3040	0	0	0	0	6308000	76000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27/04/05	57	3	2	15.9	115.44	0	0	0	0	0	4500	0	48000	1500	0	0	0	0	0	0	0	21000	0	0	9000	0	0	0	1500	0	0	6000	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27/04/05	57	4	1	16	0	0	0	0	0	0	0	0	14600	23360	0	0	0	0	0	0	0	7300	0	0	0	0	0	0	0	0	0	0	0	40880	0	0	0	2920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2920	0	0	0	0	0	0	0	0	0	0	1460	0	0	0	0	0	0	0	0	0	0
27/04/05	57	4	2	5.9	62.16	0	0	0	0	0	0	0	3100	0	0	0	0	0	0	0	0	3100	0	0	0	3100	0	0	0	0	0	0	300700	0	0	0	0	6200	0	0	0	0	9300	0	0	0	0	3100	3100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34100	0	3100	0	0	0	0	0
27/04/05	57	5	1	18.9	76.96	0	0	0	0	0	39000	0	63000	144000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27/04/05	57	5	2	10.8	71.04	0	0	0	0	0	0	0	0	14800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7400	0	0	0	0	0	0	0	0	0	0	8880	0	0	0	0	39960	0	0	0	0	0	0	0	0	0	0	130240	0	0	0	0	0	0	7400	0	2960	0	0	0	0	0	0	2431640	312280	19240	0	0	0	0	0
